"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","IP","W","ERA","WHIP","K","SVH","GP"
"*072f9*","Andri Hidalgo","BAL","SP","5004","FA","","0","4%","0%","0","0","0","0","0","0","0"
"*04pv2*","Jake Higginbotham","(N/A)","RP","5009","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qrs*","Thomas Higgins Jr.","SEA","SP","5010","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05u6o*","Sam Highfill","PHI","SP","5015","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ulk*","Danny Hilario","TB","RP","5018","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072bx*","Michael Hilker","MIN","SP","5019","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066k2*","Brady Hill","WSH","RP","5020","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qkr*","Camron Hill","PHI","SP","5021","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mnh*","Dasan Hill","MIN","SP","5023","FA","","0","30%","-3%","0","0","0","0","0","0","0"
"*055ca*","Garrett Hill","(N/A)","RP","5025","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0637q*","Jamison Hill","(N/A)","SP,RP","5026","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0517r*","Kyle Hill","(N/A)","SP,RP","5027","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0008c*","Rich Hill","(N/A)","SP","5029","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*03poy*","Juan Hillman","(N/A)","SP,RP","5032","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yfz*","Carlos Hinestroza","(N/A)","SP","5036","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06z40*","Casey Hintz","SEA","RP","5038","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072fa*","Jensen Hirschkorn","(N/A)","SP","5041","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*05jqe*","Grayson Hitt","ARI","RP","5042","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06zqp*","Jamie Hitt","SD","RP","5043","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04nx1*","Sean Hjelle","(N/A)","RP","5046","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*05yef*","Cooper Hjerpe","STL","SP","5047","FA","","0","19%","-2%","0","0","0","0","0","0","0"
"*06guk*","Carson Hobbs","LAD","RP","5048","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06cuf*","Michael Hobbs","SEA","RP","5049","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qpn*","Trent Hodgdon","CIN","RP","5051","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qlc*","Hunter Hodges","NYM","RP","5053","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r4e*","Paul Hoff","MIL","SP","5057","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06awg*","Graham Hoffman","(N/A)","RP","5058","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06pgy*","Colby Holcombe","TOR","SP,RP","5064","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0665k*","Connor Holden","(N/A)","SP","5065","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072e1*","MaKale Holden","MIL","SP","5066","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*061tm*","Aaron Holiday","STL","RP","5068","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06nuf*","Brian Holiday","STL","SP","5069","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*068c0*","Hunter Hollan","CIN","SP","5070","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06r75*","Bo Holloway","(N/A)","SP","5077","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03dsa*","Jordan Holloway","(N/A)","RP","5078","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yh6*","Luke Holman","CIN","SP","5079","FA","","0","5%","-1%","0","0","0","0","0","0","0"
"*06pqd*","Bridger Holmes","LAA","RP","5080","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06pge*","John Holobetz","BOS","SP","5081","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*05yo4*","Owen Holt","CIN","RP","5082","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yit*","Carter Holton","ATL","SP","5084","FA","","0","4%","-1%","0","0","0","0","0","0","0"
"*05yl4*","Blake Holub","MIL","RP","5086","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03d7m*","Brent Honeywell Jr.","SF","RP","5090","FA","NYY Wed 8:05PM","0","1%","0%","0","0","0","0","0","0","0"
"*06ql6*","Hunter Hoopes","MIN","RP","5092","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*060yo*","Anthony Hoopii-Tuionetoa","TEX","RP","5093","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hev*","Chase Hopewell","(N/A)","SP","5095","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0687a*","Garrett Horn","MIN","SP","5099","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06cez*","Sam Horn","LAD","SP","5100","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06zge*","Luke Hoskins","DET","RP","5105","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zan*","Matthew Hoskins","TB","RP","5106","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ql3*","Jack Hostetler","MIL","SP","5108","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*051d2*","Connor Housley","(N/A)","SP,RP","5111","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*041w9*","Zac Houston","(N/A)","RP","5113","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qkq*","Dylan Howard","HOU","SP","5114","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04eeu*","Spencer Howard","(N/A)","SP","5116","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qsn*","Preston Howey","DET","SP,RP","5120","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05vym*","Jo-Hsi Hsu","(N/A)","SP","5122","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ulp*","Chung-Hsiang Huang","ARI","SP","5123","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06rs5*","Pao Lo Huang","(N/A)","SP","5124","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05xu4*","Bryce Hubbart","CIN","RP","5125","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06f0o*","Wyatt Hudepohl","NYM","SP","5126","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*041md*","Dakota Hudson","(N/A)","SP","5127","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*05y2z*","Levi Huesman","WSH","RP","5128","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*064ne*","Chance Huff","WSH","RP","5130","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06kxj*","Riley Huge","ATH","RP","5133","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0647q*","Kenya Huggins","ATH","SP","5134","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*04eon*","Brandon Hughes","(N/A)","RP","5135","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ubl*","Gabriel Hughes","COL","SP","5137","FA","","0","8%","-1%","0","0","0","0","0","0","0"
"*06v2v*","Grif Hughes","(N/A)","RP","5138","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qoz*","Gus Hughes","NYY","RP","5139","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*03pp4*","Jonathan Hughes","(N/A)","RP","5140","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qqt*","Nolan Hughes","WSH","RP","5142","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06yjt*","Griffin Hugus","SEA","SP","5143","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*05ue8*","Eiker Huizi","WSH","RP","5144","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06652*","Nick Hull","CHC","RP","5146","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0648g*","Jackson Humphries","CLE","SP","5152","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*061je*","Sean Hunley","TB","RP","5153","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*070d4*","Riely Hunsaker","CHC","SP","5154","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066b3*","K.C. Hunt","MIL","SP","5156","FA","","0","10%","-1%","0","0","0","0","0","0","0"
"*06z0x*","Caden Hunter","BAL","SP","5158","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*05t9k*","Thatcher Hurd","NYY","SP,RP","5162","FA","@SF Wed 8:05PM","0","4%","-1%","0","0","0","0","0","0","0"
"*06c2a*","Daviel Hurtado","NYM","SP","5165","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06fxd*","Joel Hurtado","LAA","SP","5166","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*025kq*","Drew Hutchison","(N/A)","RP","5170","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rrb*","Jun Seo Hwang","(N/A)","SP","5171","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*065v6*","Braxton Hyde","COL","RP","5172","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06z9c*","Will Hynes","CLE","SP","5173","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*04ylr*","Joel Ibarra","LAD","RP","5175","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ky6*","Luis Ilarraza","NYY","RP","5179","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06hp5*","Anthony Imhoff","(N/A)","SP","5180","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06s39*","Wisler Infante","SEA","SP","5183","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*060up*","Kolton Ingram","(N/A)","RP","5184","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hww*","Jojo Ingrassia","BOS","RP","5185","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06qs0*","Haruto Inoue","(N/A)","SP","5186","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06in1*","Thomas Ireland","TEX","RP","5189","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hwg*","Chase Isbell","KC","RP","5192","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06q34*","Edgar Isea","(N/A)","RP","5194","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*073nw*","Genki Ishigaki","(N/A)","SP","5195","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072wl*","Daichi Ishii","(N/A)","RP","5196","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06sms*","Hiromi Itoh","(N/A)","SP","5199","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*04efv*","Tyler Ivey","(N/A)","SP","5200","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*063e6*","Ashton Izzi","ARI","SP","5204","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06hp0*","Matt Jachec","CLE","RP","5205","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04elo*","Andre Jackson","(N/A)","RP","5206","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06suv*","Gabriel Jackson","(N/A)","RP","5209","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hh2*","Isaiah Jackson","KC","RP","5210","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yo9*","Jordan Jackson","(N/A)","RP","5213","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*070bq*","Luke Jackson","TB","RP","5214","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qwt*","Ben Jacobs","DET","SP","5216","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06h05*","Carson Jacobs","CHW","RP","5217","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06s35*","Zach Jacobs","CLE","RP","5218","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06588*","Tanner Jacobson","(N/A)","RP","5219","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06c33*","Joe Jacques","NYM","SP","5220","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*049dt*","Josh James","(N/A)","RP","5224","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qv5*","Fisher Jameson","COL","RP","5226","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06f8f*","Hyun-Seok Jang","LAD","SP","5229","FA","","0","14%","-1%","0","0","0","0","0","0","0"
"*06mw9*","Niko Janssens","(N/A)","SP","5231","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04prb*","Justin Jarvis","(N/A)","SP","5233","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*065j8*","Jack Jasiak","CLE","RP","5235","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04sy2*","Odalvi Javier","(N/A)","SP","5239","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06o07*","Robinson Javier","(N/A)","RP","5240","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05r5w*","Sebastian Javier","(N/A)","RP","5241","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03n6f*","Tyler Jay","(N/A)","SP,RP","5244","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051d5*","Antoine Jean","COL","RP","5245","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ilu*","Enderson Jean","(N/A)","RP","5246","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*063dq*","Jefferson Jean","ATH","SP","5247","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*041pp*","Daulton Jefferies","(N/A)","SP","5250","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r01*","Chris Jefferson","(N/A)","SP","5251","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0689j*","Madison Jeffrey","CHW","RP","5252","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qun*","Jake Jekielek","TEX","RP","5253","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hpo*","Bryce Jenkins","NYM","RP","5255","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rpf*","Sean Jenkins","(N/A)","SP","5257","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*064nw*","Ryan Jennings","TOR","RP","5259","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*04ees*","Steven Jennings","(N/A)","RP","5260","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0511q*","Ryan Jensen","(N/A)","RP","5261","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*05ogs*","Wil Jensen","(N/A)","RP","5262","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072h3*","Woo Joo Jeong","(N/A)","RP","5263","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0680o*","Eli Jerzembeck","CHC","RP","5265","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0657g*","Brody Jessee","CIN","RP","5266","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072fx*","Chase Jessee","KC","RP","5267","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qkz*","Luke Jewett","COL","RP","5268","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0730z*","Wensloby Jhon","ATH","SP","5269","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rqp*","Aiden Jimenez","KC","RP","5270","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qfl*","Anderson Jimenez","SEA","SP","5272","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06kkm*","Angel Jimenez","COL","SP","5273","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05uvv*","Antonio Jimenez","(N/A)","RP","5274","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*050yo*","Carlos Jimenez","(N/A)","RP","5276","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rq1*","Damian Jimenez","(N/A)","SP","5278","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*059zc*","Dany Jimenez","(N/A)","RP","5279","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*062x5*","Edwin Jimenez","MIL","SP","5281","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ag0*","Estibenzon Jimenez","PHI","SP,RP","5284","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066r2*","Federik Jimenez","(N/A)","RP","5285","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r1x*","Ibrahyn Jimenez","(N/A)","SP","5289","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ifn*","Jhomber Jimenez","(N/A)","SP","5290","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05r65*","Jhonny Jimenez","LAD","RP","5291","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hsp*","Linbel Jimenez","MIL","RP","5292","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06tlb*","Marco Jimenez","DET","RP","5294","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06umc*","Onias Jimenez","(N/A)","RP","5295","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ulo*","Ronaldys Jimenez","PIT","RP","5296","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06sby*","Yaury Jimenez","ARI","SP","5297","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uy4*","Yeuris Jimenez","WSH","RP","5298","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04ylx*","Woo-Young Jin","(N/A)","SP","5299","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qpq*","Ben Johnson","CHC","SP,RP","5303","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hw0*","Bjorn Johnson","MIL","RP","5304","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0658a*","Brandon Johnson","KC","RP","5305","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yj2*","Cameron Johnson","(N/A)","SP","5307","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06sux*","Colton Johnson","ATH","RP","5309","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*070bp*","Jacob Johnson","TEX","SP","5313","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051ay*","Jared Johnson","ATH","RP","5314","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06l2p*","Kyle Johnson","(N/A)","SP","5317","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06k6r*","Lebarron Johnson","COL","SP","5318","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06qv4*","Luke Johnson","WSH","SP,RP","5319","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06480*","Marcus Johnson","TB","SP","5321","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*065v4*","Marques Johnson","SF","RP","5322","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*0514w*","MD Johnson","(N/A)","SP","5320","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0658c*","Preston Johnson","(N/A)","SP","5325","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04ehy*","Kyle Johnston","(N/A)","SP,RP","5330","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0637r*","Reid Johnston","CLE","SP,RP","5331","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hvd*","Will Johnston","ATH","SP,RP","5332","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*070c9*","Brady Jones","TB","SP","5335","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072br*","Brayden Jones","TB","RP","5336","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qwy*","Eli Jones","MIN","SP","5342","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*060ug*","Holt Jones","MIA","RP","5344","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051cn*","Jordan Jones","(N/A)","SP","5347","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*065uz*","Kyle Jones","(N/A)","RP","5349","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0724i*","Merit Jones","MIN","SP","5352","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ycb*","Nick Jones","LAA","RP","5353","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051fu*","Stephen Jones","MIA","RP","5355","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06pgi*","Tanner Jones","KC","SP","5356","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06p61*","Dylan Jordan","LAA","SP","5359","FA","","0","5%","-1%","0","0","0","0","0","0","0"
"*06tln*","Bernard Jose","SD","RP","5363","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0741m*","Yordi Jose","MIN","RP","5364","FA","","0","0%","-","0","0","0","0","0","0","0"
"*06mpo*","Elison Joseph","ATL","RP","5367","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*066sr*","Jimmy Joyce","SEA","RP","5371","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*060u4*","Chandler Jozwiak","(N/A)","RP","5372","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ib3*","Deok Ju Ham","(N/A)","RP","5373","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ueo*","Jorge Juan","BOS","RP","5374","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06agq*","Daniel Juarez","(N/A)","RP","5376","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05uvy*","Victor Juarez","COL","RP","5377","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06fzg*","Nicholas Judice","BOS","RP","5378","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05xsv*","Hayden Juenger","TOR","RP","5379","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06rra*","Hyeong Jun So","(N/A)","SP","5381","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ibe*","Woo Young Jung","(N/A)","RP","5383","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072dl*","Landry Jurecka","SD","SP","5384","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yae*","Evan Justice","COL","SP","5385","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qys*","Chris Kachmar","(N/A)","SP","5387","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06gir*","Jace Kaminska","MIN","SP","5390","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*0310g*","Rob Kaminsky","(N/A)","SP","5391","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06eku*","Tommy Kane","(N/A)","RP","5393","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*073vq*","Yumeto Kanemaru","(N/A)","SP","5394","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03adt*","James Kaprielian","(N/A)","SP","5396","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066ft*","Nathan Karaffa","PHI","RP","5397","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04emj*","Ricky Karcher","(N/A)","RP","5398","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04ejp*","James Karinchak","ATL","RP","5399","FA","","0","3%","0%","0","0","0","0","0","0","0"
"*06z45*","Anthony Karoly","SEA","SP","5400","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ybt*","Jared Karros","LAD","SP","5402","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*05129*","Karl Kauffmann","(N/A)","RP","5407","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04pw7*","Rylan Kaufman","CHW","RP","5408","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hf6*","Chris Kean","NYY","RP","5410","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*0518t*","Sebastian Keane","NYY","RP","5411","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06mmq*","Daniel Keaney","TEX","RP","5412","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0657j*","Matt Keating","NYY","RP","5414","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06ahd*","Seth Keener","CHW","SP,RP","5417","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06ami*","Janzen Keisel","TB","SP,RP","5418","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*02n4l*","Keone Kela","(N/A)","RP","5420","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zgr*","Nelson Keljo","CLE","SP","5421","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*0648j*","Seth Keller","(N/A)","RP","5422","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066lv*","Jackson Kelley","CHW","RP","5423","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05g4j*","Jared Kelley","CHW","RP","5424","FA","","0","3%","0%","0","0","0","0","0","0","0"
"*04z5q*","Trevor Kelley","(N/A)","RP","5425","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05xot*","Owen Kellington","PIT","SP","5426","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04px1*","Antoine Kelly","LAD","RP","5428","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06bpq*","Antwone Kelly","PIT","SP","5429","FA","","0","17%","-2%","0","0","0","0","0","0","0"
"*072mr*","Jaitoine Kelly","ARI","SP","5431","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uxw*","Justin Kelly","(N/A)","RP","5432","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06z44*","Lucas Kelly","SEA","RP","5433","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06z7p*","Riley Kelly","COL","SP","5434","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*073k7*","Ronald Kelly","CHW","SP","5435","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06fzh*","Kannon Kemp","SD","SP,RP","5436","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06308*","William Kempner","MIA","RP","5438","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*0647m*","Michael Kennedy","CLE","SP","5442","FA","","0","3%","-1%","0","0","0","0","0","0","0"
"*06hog*","Tyler Kennedy","(N/A)","SP","5443","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qnv*","Titan Kennedy-Hayes","PHI","RP","5444","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*067xl*","Barrett Kent","LAA","SP","5445","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06nuj*","Jackson Kent","WSH","SP","5446","FA","","0","3%","-1%","0","0","0","0","0","0","0"
"*05r9n*","Ray Kerr","ATL","RP","5451","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05xud*","Brett Kerry","LAA","SP","5452","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*005ih*","Clayton Kershaw","(N/A)","SP","5453","FA","","0","4%","-1%","0","0","0","0","0","0","0"
"*070c7*","Cameron Keshock","PIT","RP","5454","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*01z83*","Dallas Keuchel","(N/A)","SP","5458","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06c5a*","Keythel Key","LAA","SP,RP","5459","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06riz*","Tanner Kiest","(N/A)","RP","5462","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qqx*","Griffin Kilander","BOS","SP,RP","5463","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04q1w*","Caleb Kilian","SF","RP","5466","FA","NYY Wed 8:05PM","0","3%","0%","0","0","0","0","0","0","0"
"*04pmz*","Mitchell Kilkenny","(N/A)","RP","5467","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04pzx*","Keylan Killgore","(N/A)","RP","5468","FA","","0","0%","0%","0","0","0","0","0","0","0"
