"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","IP","W","ERA","WHIP","K","SVH","GP"
"*070e8*","Cooper Underwood","(N/A)","SP","9339","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0731b*","Myles Upchurch","(N/A)","SP,RP","9342","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06tm9*","Geison Urbaez","TOR","RP","9344","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*064ic*","Rayner Urbaez","(N/A)","SP","9345","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*069xw*","Jose Urbina","TB","SP","9346","FA","","0","8%","-1%","0","0","0","0","0","0","0"
"*06uqj*","Roberto Urdaneta","ATH","RP","9351","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zfg*","Ryan Ure","KC","SP,RP","9352","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0629b*","Walbert Urena","LAA","SP","9355","FA","","0","4%","+2%","0","0","0","0","0","0","0"
"*02vl6*","Julio Urias","(N/A)","SP","9356","FA","","0","4%","-1%","0","0","0","0","0","0","0"
"*04t98*","Manuel Urias","HOU","SP,RP","9357","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r1d*","Delni Uribe","CLE","SP","9358","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ak6*","Isaias Uribe","PIT","RP","9359","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04zaw*","Naoyuki Uwasawa","(N/A)","SP","9364","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06ms0*","Tommy Vail","CHW","SP,RP","9365","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04nrs*","Dauris Valdez","(N/A)","RP","9370","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05y16*","Joel Valdez","CIN","RP","9374","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06tkj*","Jonawel Valdez","PIT","RP","9375","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*062yu*","Kevin Valdez","CHC","SP","9376","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ue1*","Luis Valdez","(N/A)","RP","9377","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06vy7*","Luisberth Valdez","ATL","SP","9379","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06sbe*","Miguel Valdez","(N/A)","RP","9381","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06sbx*","Miguel Valdez","ARI","RP","9382","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*064oe*","Yoan Valdez","DET","RP","9385","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mt0*","Alexandre Valdiviezo","(N/A)","RP","9386","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mlb*","Juan Valera","BOS","SP","9394","FA","","0","18%","-2%","0","0","0","0","0","0","0"
"*05keg*","Samuel Valerio","(N/A)","SP","9397","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uwo*","Tomas Valincius","(N/A)","SP","9398","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hwq*","John Valle","NYM","RP","9400","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*063c4*","Alexander Vallecillo","(N/A)","SP","9401","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04pqy*","Chris Vallimont","(N/A)","SP","9402","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04etk*","Alex Valverde","(N/A)","SP,RP","9404","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zat*","Shane Van Dam","KC","RP","9405","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06lth*","Gijs van den Brink","KC","SP","9977","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06akm*","Stijn Van Der Schaaf","(N/A)","SP","9406","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ywm*","Ty Van Dyke","STL","SP","9407","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04erh*","CJ Van Eyk","TOR","SP","9408","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*04pvn*","Connor Van Scoyoc","WSH","RP","9409","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uxf*","Bryson Van Sickle","COL","RP","9410","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06fza*","Logan Van Treeck","CIN","SP","9411","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04eoi*","Ricky Vanasco","DET","SP","9415","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06gib*","Ryan Vanderhei","SF","RP","9416","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06ups*","Vince Vannelle","(N/A)","RP","9418","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*064wg*","Reid VanScoter","SEA","SP","9413","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06dqh*","Jose Varela","HOU","RP","9420","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06c7y*","Giovanni Vargas","STL","RP","9425","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05un4*","Jordy Vargas","COL","SP","9430","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06mii*","Luis Vargas","ATL","RP","9431","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06sjq*","Mauricio Vargas","NYY","RP","9433","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06mig*","Yeferson Vargas","LAA","SP","9435","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hei*","Will Varmette","SD","SP,RP","9436","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06akf*","Andre Vasquez","CIN","SP,RP","9439","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03ym6*","Andrew Vasquez","(N/A)","RP","9440","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06roa*","Daury Vasquez","ARI","SP","9444","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ula*","Geovanny Vasquez","CHC","RP","9446","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r7h*","Jose Vasquez","LAD","SP","9447","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06sbp*","Keivan Vasquez","ARI","SP","9448","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06tlk*","Samuel Vasquez","MIA","RP","9450","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06aqm*","Wardquelin Vasquez","(N/A)","RP","9451","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hs9*","Kevin Vaupel","(N/A)","SP","9455","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*02jh4*","Felipe Vazquez","(N/A)","RP","9459","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qlj*","Chris Veach","NYY","RP","9460","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06pfb*","Boris Vecerka","(N/A)","RP","9461","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066es*","Zach Veen","(N/A)","SP","9462","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04o62*","Alfred Vega","(N/A)","RP","9463","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066r0*","Marco Vega","LAA","RP","9464","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ekt*","Marlon Vega","(N/A)","RP","9465","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06pg9*","Kevin Velasco","BAL","SP","9467","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ytr*","Giussepe Velasquez","PHI","SP","9472","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mbq*","Luis Velasquez","NYY","RP","9474","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*05vyl*","Antonio Velez","(N/A)","SP,RP","9479","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06u7d*","Ricardo Velez","TEX","RP","9480","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*068z3*","Mauricio Veliz","(N/A)","RP","9481","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05itv*","Manuel Veloz","(N/A)","RP","9483","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ynl*","Tommy Ventimiglia","(N/A)","SP","9484","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qzq*","Aiberson Ventura","(N/A)","RP","9485","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rou*","Ezequiel Ventura","(N/A)","RP","9488","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05gbx*","Jordany Ventura","(N/A)","RP","9489","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06sb3*","Melky Ventura","COL","SP","9490","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qh0*","Alejandro Vera","(N/A)","SP","9492","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05grk*","Norge Vera","(N/A)","SP","9494","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*07318*","Marcos Veras","MIL","SP","9495","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r5v*","Yoandys Veraza","BOS","RP","9497","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qn8*","Ryan Verdugo","HOU","SP","9501","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06u6g*","Brayan Vergara","LAA","SP,RP","9503","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06684*","Zebulon Vermillion","NYM","RP","9504","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05y4p*","Austin Vernon","TB","RP","9505","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qv0*","Cade Vernon","SF","RP","9506","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06qey*","Ben Vespi","BAL","RP","9507","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03qv3*","Nick Vespi","(N/A)","RP","9508","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qsl*","Najer Victor","LAA","RP","9511","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*05ydl*","Landon Victorian","(N/A)","SP","9512","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03qvc*","Cam Vieaux","(N/A)","SP,RP","9514","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*049ur*","Thyago Vieira","(N/A)","RP","9515","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072g4*","Jose Vielma","NYM","SP","9517","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05r6c*","Michael Vilchez","(N/A)","RP","9520","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uqk*","Deivi Villafana","CIN","SP","9521","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066pb*","Eli Villalobos","SD","RP","9522","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0648m*","Chris Villaman","(N/A)","RP","9523","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qts*","Mike Villani","CIN","RP","9524","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r13*","Elkyns Villarreal","SF","SP","9527","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06uva*","Varis Villarreal","NYY","RP","9528","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*04q1b*","Ian Villers","SF","RP","9534","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06rsh*","Geremy Villoria","MIN","SP","9535","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06riy*","Diego Viloria","(N/A)","RP","9536","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05xyr*","Luis Viloria","(N/A)","RP","9537","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05157*","Darius Vines","ATL","SP","9541","FA","","0","3%","0%","0","0","0","0","0","0","0"
"*056j3*","Esmerlin Vinicio","SF","RP","9542","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06th7*","Mason Vinyard","NYY","RP","9543","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*05y7o*","Kyle Virbitsky","(N/A)","RP","9545","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05y2c*","Caden Vire","BOS","RP","9546","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*062zp*","Kendeglys Virguez","CLE","RP","9547","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ued*","Luis Vizcaino","(N/A)","RP","9549","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04oc7*","Raffi Vizcaino","(N/A)","RP","9550","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05gvy*","Anthony Vizcaya","(N/A)","RP","9551","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mhx*","Dominic Voegele","(N/A)","SP","9553","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qku*","Jayden Voelker","TB","SP","9554","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ooh*","Joe Vogatsky","BOS","RP","9555","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06581*","Tyler Vogel","SF","RP","9557","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06run*","Dylan Volantis","(N/A)","RP","9560","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06ber*","Joey Volchko","(N/A)","SP,RP","9561","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zco*","Joey Volini","MIA","RP","9562","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*0316l*","Austin Voth","CHW","SP,RP","9565","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0630b*","Trystan Vrieling","SF","SP","9567","FA","NYY Wed 8:05PM","0","2%","0%","0","0","0","0","0","0","0"
"*06zrg*","Hayden Vucinovich","MIL","SP","9569","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072fk*","Kaden Waechter","(N/A)","SP","9572","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*070cy*","Nico Wagner","ATL","RP","9576","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051gv*","Cameron Wagoner","MIL","SP","9577","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04y78*","Jacob Waguespack","MIL","RP","9578","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06s3d*","Jesse Wainscott","(N/A)","RP","9579","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051dv*","Cole Waites","DET","RP","9582","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06zh8*","Charlie Walker","SD","RP","9586","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06z0r*","Ethan Walker","BOS","SP","9588","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05u2x*","Josh Walker","BAL","RP","9589","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05t7v*","Jake Walkinshaw","MIA","RP","9591","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06fzj*","Cory Wall","ATL","RP","9592","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072bs*","Alex Wallace","TB","SP","9594","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05r5c*","Chase Wallace","(N/A)","RP","9596","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0512i*","Jacob Wallace","ATL","RP","9597","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*05yfx*","Trenton Wallace","TOR","SP,RP","9599","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066af*","Andrew Walling","PHI","RP","9600","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04ep2*","Jake Walsh","(N/A)","RP","9603","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06577*","Michael Walsh","PIT","RP","9605","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05rk4*","Brandon Walter","HOU","SP,RP","9606","FA","","0","14%","-2%","0","0","0","0","0","0","0"
"*06zqm*","Brian Walters","PHI","SP,RP","9607","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04ptp*","Jake Walters","(N/A)","SP","9608","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03qk8*","Nash Walters","(N/A)","RP","9610","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qol*","Cam Walty","CLE","SP","9615","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04psq*","Andrew Wantz","TB","RP","9617","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04pre*","Thaddeus Ward","(N/A)","SP,RP","9621","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06zii*","Conner Ware","NYM","SP,RP","9623","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04ov2*","Austin Warner","(N/A)","SP","9625","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hnp*","Bryce Warrecker","NYY","RP","9626","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*03qyt*","Art Warren","(N/A)","RP","9627","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qp9*","Kevin Warunek","PHI","RP","9629","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qjl*","Jaren Warwick","LAA","RP","9630","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04evn*","Mark Washington","(N/A)","RP","9633","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yn9*","Chase Watkins","CHC","RP","9635","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05r9c*","Spenser Watkins","(N/A)","SP","9636","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qz9*","Aaron Watson","CIN","SP","9637","FA","","0","11%","-2%","0","0","0","0","0","0","0"
"*06dpy*","Danny Watson","NYY","RP","9638","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06qtm*","Matthew Watson","SD","SP","9640","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qiu*","Michael Watson","STL","RP","9641","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03pjj*","Nolan Watson","(N/A)","SP","9642","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*061cq*","Ryan Watson","BOS","RP","9643","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04pyl*","Troy Watson","DET","SP,RP","9644","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06pqe*","Will Watson","NYM","SP","9645","FA","","0","8%","-1%","0","0","0","0","0","0","0"
"*0647n*","Jacob Watters","TB","SP","9647","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zbj*","Anthony Watts","STL","RP","9648","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zbi*","Dylan Watts","TOR","RP","9649","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*062k6*","Juaron Watts-Brown","BAL","SP","9650","FA","","0","9%","-1%","0","0","0","0","0","0","0"
"*05jpa*","Beck Way","KC","RP","9651","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*05jpb*","Sam Weatherly","COL","RP","9652","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06h1t*","Ty Weatherly","(N/A)","SP","9653","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yod*","Jacob Webb","BOS","RP","9654","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04aqj*","Nate Webb","(N/A)","SP","9655","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05u98*","Ryan Webb","CLE","SP","9656","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*02hux*","Ryan Weber","(N/A)","RP","9658","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0514v*","Avery Weems","(N/A)","RP","9660","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*02bru*","Jordan Weems","LAD","RP","9661","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06s3n*","Robert Wegielnik","(N/A)","RP","9662","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0668f*","Tyler Wehrle","(N/A)","SP","9664","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06fv6*","Blake Wehunt","BOS","SP","9665","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*03dty*","Patrick Weigel","COL","RP","9666","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04ej8*","Blake Weiman","LAA","RP","9667","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06f1f*","CJ Weins","DET","RP","9669","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051fp*","Jack Weisenburger","(N/A)","SP,RP","9671","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*02hkd*","Zack Weiss","(N/A)","RP","9673","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06pq3*","Chandler Welch","MIL","SP","9674","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zfl*","Jackson Wells","HOU","SP","9676","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03ztv*","Lachlan Wells","(N/A)","SP","9678","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*067xi*","Levi Wells","BAL","SP","9679","FA","","0","7%","-1%","0","0","0","0","0","0","0"
"*02n4q*","J.B. Wendelken","(N/A)","RP","9680","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*065iu*","Wyatt Wendell","(N/A)","SP,RP","9681","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06kxi*","Jackson Wentworth","TOR","SP","9684","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06heg*","Ryan Wentz","(N/A)","SP","9686","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0665v*","Lucas Wepf","LAD","RP","9687","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051aj*","Derek West","(N/A)","SP,RP","9691","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qn7*","John West","ARI","SP","9693","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06yw7*","Justin West","NYY","RP","9694","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*066b1*","Cameron Weston","BAL","SP","9698","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06r0n*","Luke Westphal","(N/A)","SP","9700","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zli*","Cale Wetwiska","DET","SP","9701","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072bl*","Nick Weyrich","CHW","RP","9703","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066jl*","JP Wheat","CHC","SP","9706","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rsj*","Ethan Wheeler","(N/A)","SP","9707","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ooo*","Logan Whitaker","MIN","RP","9710","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ajt*","Brandon White","MIA","SP,RP","9712","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066p9*","Brendan White","SEA","RP","9713","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0514q*","Colby White","(N/A)","RP","9714","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06tll*","Jack White","SEA","RP","9717","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05zyb*","Josh White","MIA","SP,RP","9718","FA","","0","7%","-1%","0","0","0","0","0","0","0"
"*041qa*","Mitch White","(N/A)","SP","9721","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hq6*","Sam Whiting","SD","SP,RP","9725","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*041m3*","Forrest Whitley","(N/A)","RP","9726","FA","","0","4%","-1%","0","0","0","0","0","0","0"
"*059zn*","Kodi Whitley","TB","RP","9727","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06c1l*","Joe Whitman","SF","SP","9728","FA","NYY Wed 8:05PM","0","7%","-1%","0","0","0","0","0","0","0"
