,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Inflation Rate: 1.00 for Hitters / 1.00 for Pitchers,,,,,,,,,,,,Set your view options below:,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bidding Team,,,,,,,,,,,,,,,Sort by Original Projected Auction Value,,,,,,,,,,,
,Player Auctioned,,,,,,,,,,,,,,,Show All Positions,,,,,,,,,,,
,Winning Bid $,,,,,,,,,,,,,,,Show Drafted Players,,,,,,,,,,,
,,(0 total players drafted),,,,,,,,,,,,,,Show Stats,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Name,,,,,,Proj $ Value,Inflated Proj $,Site $ Value,Inflated Site $,,,,W,Sv + Hld,K,ERA,WHIP,,,,,,,
Drafted By,Cost,,(Clicking on an undrafted player moves them to the box above),Note,Age,Tm,Main Pos,Other Elig Pos,,,,,Exp Rank,Total WERTH,Pos Adj WERTH,OBP,HR,2B + 3B,R + RBI - HR,SB,,,,,,,
,,,Iván Herrera,,25,STL,C,,$5,$5,$4,$4,155,-3.1,1.5,.365,17,22,104,9,,,,,,,
,,,Trevor Story,,33,BOS,SS,,$5,$5,$8,$8,104,-2.0,1.5,.295,20,27,116,22,,,,,,,
,,,Aroldis Chapman,,37,BOS,RP,,$5,$5,$6,$6,102,-1.7,1.5,4,35,79,2.99,1.13,,,,,,,
,,,Caleb Durbin,,26,BOS,3B,2B,$5,$5,$2,$2,251,-3.2,1.5,.316,11,27,103,21,,,,,,,
,,,Christian Yelich,,34,MIL,OF,,$5,$5,$8,$8,111,-1.8,1.5,.339,19,22,121,15,,,,,,,
,,,Corey Seager,,31,TEX,SS,,$5,$5,$9,$9,73,-2.1,1.4,.357,25,24,109,3,,,,,,,
,,,Addison Barger,,26,TOR,3B,OF,$4,$4,$1,$1,198,-3.4,1.3,.325,19,27,105,4,,,,,,,
,,,Munetaka Murakami,,26,CHW,3B,,$4,$4,$4,$4,227,-2.9,1.3,.345,28,17,112,8,,,,,,,
,,,Tyler Glasnow,,32,LAD,SP,,$4,$4,$6,$6,95,-0.7,1.2,9,0,148,3.65,1.16,,,,,,,
,,,Ozzie Albies,,29,ATL,2B,,$4,$4,$4,$4,125,-1.9,1.2,.311,18,30,119,11,,,,,,,
,,,Jordan Beck,,24,COL,OF,,$4,$4,$3,$3,229,-2.2,1.1,.319,16,29,106,16,,,,,,,
,,,Drew Rasmussen,,30,TB,SP,,$4,$4,$6,$6,146,-0.9,1.1,9,0,131,3.67,1.17,,,,,,,
,,,Marcus Semien,,35,NYM,2B,,$4,$4,$3,$3,182,-2.0,1.1,.318,19,26,126,9,,,,,,,
,,,Carlos Rodón,Inj,33,NYY,SP,,$4,$4,$4,$4,170,-0.9,1.0,10,0,157,3.89,1.18,,,,,,,
,,,Nolan Schanuel,,24,LAA,1B,,$4,$4,$1,$1,265,-2.9,1.1,.353,15,24,109,6,,,,,,,
,,,MacKenzie Gore,,27,TEX,SP,,$4,$4,$4,$4,147,-0.9,1.0,10,0,183,3.82,1.22,,,,,,,
,,,Jurickson Profar,,33,ATL,OF,,$3,$3,$5,$5,157,-2.2,1.0,.343,17,26,113,8,,,,,,,
,,,Aaron Nola,,32,PHI,SP,,$3,$3,$3,$3,185,-1.0,0.9,10,0,165,4.05,1.17,,,,,,,
,,,Emmet Sheehan,,26,LAD,SP,,$3,$3,$5,$5,132,-1.0,0.9,10,0,133,3.74,1.15,,,,,,,
,,,Jacob Wilson,,23,ATH,SS,,$3,$3,$7,$7,143,-2.6,0.9,.340,12,29,114,6,,,,,,,
,,,Konnor Griffin,,19,PIT,SS,,$3,$3,,,243,-2.7,0.9,.311,13,23,119,25,,,,,,,
,,,Willi Castro,,28,COL,3B,"2B,OF",$3,$3,$1,$1,336,-3.8,0.9,.323,12,27,99,13,,,,,,,
,,,Bryan Abreu,,28,HOU,RP,,$3,$3,$2,$2,277,-2.4,0.8,4,25,92,3.17,1.18,,,,,,,
,,,Will Smith,,30,LAD,C,,$3,$3,$2,$2,117,-3.8,0.8,.351,18,22,110,2,,,,,,,
,,,Brandon Woodruff,Inj,33,MIL,SP,,$3,$3,$7,$7,103,-1.2,0.8,9,0,130,3.74,1.13,,,,,,,
,,,Blake Snell,Inj,33,LAD,SP,,$2,$2,$7,$7,86,-1.2,0.7,9,0,149,3.57,1.22,,,,,,,
,,,Xander Bogaerts,,33,SD,SS,,$2,$2,$3,$3,232,-2.8,0.7,.333,13,27,103,16,,,,,,,
,,,Jeremiah Estrada,,27,SD,RP,,$2,$2,$1,$1,387,-2.5,0.7,4,21,98,3.40,1.14,,,,,,,
,,,Garrett Whitlock,,29,BOS,RP,,$2,$2,$1,$1,429,-2.6,0.6,4,22,79,3.25,1.15,,,,,,,
,,,Kyle Bradish,,29,BAL,SP,,$2,$2,$6,$6,71,-1.3,0.6,9,0,132,3.58,1.17,,,,,,,
,,,Adolis García,,32,PHI,OF,,$2,$2,$5,$5,223,-2.8,0.5,.296,24,25,117,11,,,,,,,
,,,Garrett Cleavinger,,31,TB,RP,,$2,$2,$1,$1,407,-2.7,0.5,3,26,83,3.40,1.13,,,,,,,
,,,Colt Keith,,24,DET,3B,"1B,2B",$2,$2,$1,$1,298,-4.2,0.5,.335,16,24,106,3,,,,,,,
,,,Otto Lopez,,27,MIA,SS,2B,$2,$2,$3,$3,224,-3.6,0.5,.322,11,27,104,14,,,,,,,
,,,Joe Musgrove,Inj,33,SD,SP,,$2,$2,$3,$3,222,-1.5,0.5,8,0,127,3.86,1.12,,,,,,,
,,,Matthew Boyd,,35,CHC,SP,,$1,$1,$4,$4,187,-1.5,0.4,10,0,140,3.89,1.19,,,,,,,
,,,Sal Stewart,,22,CIN,1B,,$1,$1,$2,$2,211,-3.5,0.4,.330,18,24,111,7,,,,,,,
,,,Raisel Iglesias,,36,ATL,RP,,$1,$1,$4,$4,144,-2.8,0.4,4,30,69,3.51,1.12,,,,,,,
,,,Ernie Clement,,29,TOR,3B,"1B,2B,SS",$1,$1,$1,$1,357,-4.3,0.4,.303,11,30,105,9,,,,,,,
,,,Brenton Doyle,,27,COL,OF,,$1,$1,$5,$5,171,-2.9,0.4,.297,18,27,106,20,,,,,,,
,,,Kazuma Okamoto,,29,TOR,3B,,$1,$1,$2,$2,233,-3.8,0.3,.324,22,24,108,2,,,,,,,
,,,Spencer Strider,,27,ATL,SP,,$1,$1,$6,$6,98,-1.7,0.3,9,0,170,3.94,1.20,,,,,,,
