"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","AB","H","2B+3B","HR","SB","OBP","RP","GP"
"*06rl3*","Yhoan Escalona","PHI","3B","3823","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06idi*","Aneudi Escanio","(N/A)","SS","3824","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05wbo*","Brenny Escanio","(N/A)","2B,SS","3825","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06vya*","Alan Escobar","CHW","OF","3826","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06423*","Aroon Escobar","PHI","2B","3827","FA","","0","33%","-3%","0","0","0","0","0","0","0","0"
"*066qd*","Jose Escobar","CHC","OF","3829","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*04z94*","Maikol Escotto","(N/A)","2B,SS","3830","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06o0h*","Luis Escudero","NYY","2B","3831","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*05u1q*","Samuel Escudero","PIT","C","3832","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qod*","Alan Espinal","COL","C","3833","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yyt*","Edian Espinal","DET","2B","3835","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06uj4*","Edwardo Espinal","LAA","OF","3836","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05gdj*","Ewry Espinal","(N/A)","OF","3837","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06iyu*","Juan Espinal","ATL","OF","3839","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04o3c*","Sebastian Espino","(N/A)","SS","3841","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05y5v*","Christopher Espinola","(N/A)","OF","3842","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yex*","Romeli Espinosa","PHI","SS","3844","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06qxw*","Francisco Espinoza","LAD","C","3847","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06c2x*","Leonel Espinoza","CHC","OF","3848","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0624a*","Lizandro Espinoza","ATL","SS,OF","3849","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066my*","Ludwing Espinoza","CHC","2B","3850","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06zwv*","Rainer Espinoza","SF","OF","3853","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*04eio*","Tyler Esplin","(N/A)","OF","3855","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06igu*","Luke Esquivel","(N/A)","1B","3856","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06kuk*","Evan Estevez","SF","1B","3861","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*05j74*","Geury Estevez","(N/A)","SS","3862","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06aot*","John Estevez","ATL","OF","3863","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mc2*","Samuel Estevez","MIA","OF","3864","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0630n*","Aron Estrada","BAL","2B,OF","3865","FA","","0","20%","-2%","0","0","0","0","0","0","0","0"
"*06rkf*","Johan Estrada","(N/A)","1B","3866","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06fut*","Matthew Etzel","MIA","OF","3874","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06rr6*","Chan Eui Song","(N/A)","2B","3875","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ahg*","Casan Evans","(N/A)","SS","3876","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*02610*","Phillip Evans","(N/A)","1B,3B","3879","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06pgz*","Ty Evans","(N/A)","OF","3880","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qu5*","Zach Evans","SD","2B,3B","3882","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06uuu*","AJ Evasco","(N/A)","OF","3883","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06dn7*","A.J. Ewing","NYM","OF","3884","FA","","0","46%","-2%","0","0","0","0","0","0","0","0"
"*066je*","E.J. Exposito","ATL","2B,3B","3885","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*04z95*","Albert Fabian","SD","OF","3887","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05ybu*","Deric Fabian","(N/A)","SS","3889","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05gsp*","Jud Fabian","BAL","OF","3890","FA","","0","6%","-1%","0","0","0","0","0","0","0","0"
"*03o3v*","Sandro Fabian","(N/A)","OF","3892","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qj1*","Christian Fagnant","WSH","C","3894","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04s8l*","Yoyner Fajardo","(N/A)","OF","3899","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05ua2*","Trey Faltine","CIN","2B","3901","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0624b*","Christopher Familia","(N/A)","OF","3903","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06lwg*","Jose Familia","PHI","SS","3904","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r8d*","Nomar Fana","(N/A)","OF","3906","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060qh*","Willy Fanas","(N/A)","OF","3907","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ks6*","Ryne Farber","(N/A)","SS","3909","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070cb*","Elijah Farley","HOU","OF","3910","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066sx*","Jonny Farmelo","SEA","OF","3911","FA","","0","49%","-4%","0","0","0","0","0","0","0","0"
"*0669m*","Caleb Farmer","WSH","C","3913","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066ao*","Ezra Farmer","(N/A)","OF","3914","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hex*","Trent Farquhar","PHI","2B,3B","3916","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ra3*","Sawyer Farr","(N/A)","SS","3917","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qsm*","Ian Farrow","(N/A)","OF","3920","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qxm*","Zac Fascia","(N/A)","C","3921","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06z7o*","Drew Faurot","MIA","2B","3922","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06y9u*","Jaden Fauske","CHW","OF","3923","FA","","0","15%","-2%","0","0","0","0","0","0","0","0"
"*064zn*","Moises Febrillet","(N/A)","3B","3926","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05yhm*","Kyler Fedko","MIN","1B,OF","3929","FA","","0","4%","-1%","0","0","0","0","0","0","0","0"
"*041qj*","Mario Feliciano","(N/A)","C","3932","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05ra2*","Wilmer Feliciano","(N/A)","OF","3933","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06c3b*","Diego Felix","(N/A)","OF","3935","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hwv*","Edrick Felix","(N/A)","3B","3937","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ibj*","Adbiel Feliz","PIT","2B,SS","3938","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0510y*","Albert Feliz","(N/A)","1B","3939","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ibw*","Angel Feliz","WSH","SS","3940","FA","","0","4%","-1%","0","0","0","0","0","0","0","0"
"*05it8*","Cristian Feliz","(N/A)","OF","3941","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05ad6*","George Feliz","SEA","OF","3942","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*0737n*","Imanol Feliz","HOU","OF","3944","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rkv*","Wandi Feliz","COL","OF","3946","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06fqd*","Jackson Feltner","(N/A)","1B","3950","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r5q*","Kenny Fenelon","MIL","OF","3951","FA","","0","3%","-1%","0","0","0","0","0","0","0","0"
"*064n4*","Cade Fergus","PHI","OF","3953","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05uaf*","Max Ferguson","BOS","2B,OF","3954","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*072p5*","Albert Fermin","HOU","SS","3955","FA","","0","3%","-1%","0","0","0","0","0","0","0","0"
"*06lwh*","Anderson Fermin","BOS","OF","3956","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072zq*","Angeni Fernandez","MIL","SS","3957","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066m8*","Darling Fernandez","ATH","OF","3958","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06kxm*","Dauri Fernandez","CLE","SS","3959","FA","","0","10%","-1%","0","0","0","0","0","0","0","0"
"*04y7p*","Eduarqui Fernandez","(N/A)","OF","3960","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06nlp*","Ilan Fernandez","BOS","3B","3961","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hf8*","Jesus Fernandez","ATH","SS","3962","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rjd*","Johan Fernandez","ARI","C","3963","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rkq*","Jose Fernandez","ARI","SS","3965","FA","","0","5%","0%","0","0","0","0","0","0","0","0"
"*048tm*","Juan Fernandez","(N/A)","C","3967","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rty*","Malvin Fernandez","ATL","3B","3970","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*031d2*","Xavier Fernandez","(N/A)","C","3973","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05adw*","Yeiner Fernandez","LAD","C,2B,3B","3974","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05rha*","Yosmi Fernandez","(N/A)","SS","3975","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0701l*","Matthew Ferrara","PHI","2B","3977","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mcb*","Alirio Ferrebus","PHI","C,1B","3978","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*060u8*","Johan Ferreira","(N/A)","3B","3979","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*062e6*","Jaime Ferrer","MIN","C,1B,OF","3981","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05ym2*","Richard Ferrer-Westrop","(N/A)","3B","3982","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hnr*","Pascanel Ferreras","HOU","2B,3B,SS","3983","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ql2*","Jadyn Fielder","MIL","OF","3986","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*05jq8*","Brandon Fields","(N/A)","OF","3987","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06pq8*","Dylan Fien","ATH","C","3989","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06qyu*","Gavin Fien","WSH","3B,SS","3990","FA","","0","43%","-3%","0","0","0","0","0","0","0","0"
"*06s4a*","Enmanuel Figuereo","BOS","OF","3991","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05xnt*","Gleider Figuereo","TEX","3B","3992","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*0734e*","Brayan Figueroa","ARI","SS","3994","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066td*","Derlin Figueroa","KC","1B,3B","3995","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06z67*","Edgardo Figueroa","WSH","C","3996","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*064wc*","Leiker Figueroa","(N/A)","3B","3998","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06nv7*","Victor Figueroa","BAL","1B","3999","FA","","0","13%","-2%","0","0","0","0","0","0","0","0"
"*04ggh*","Claudio Finol","(N/A)","3B","4004","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06k7t*","Andrew Fischer","MIL","3B","4006","FA","","0","52%","-4%","0","0","0","0","0","0","0","0"
"*06amp*","Cam Fisher","(N/A)","1B,OF","4009","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06p5z*","Devin Fitz-Gerald","WSH","SS","4014","FA","","0","19%","-2%","0","0","0","0","0","0","0","0"
"*06hu4*","Hunter Fitz-Gerald","SEA","1B","4015","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qqp*","Kevin Fitzer","COL","1B,OF","4016","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06kvh*","Daniel Flames","TEX","2B","4019","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05yhy*","Osmany Fleitas","(N/A)","2B","4022","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yxh*","Cooper Flemming","TB","SS","4024","FA","","0","5%","-1%","0","0","0","0","0","0","0","0"
"*06o01*","Nathan Flewelling","TB","C","4027","FA","","0","13%","-1%","0","0","0","0","0","0","0","0"
"*066bv*","Tucker Flint","LAA","OF","4028","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mh4*","Edward Florentino","PIT","OF","4031","FA","","0","59%","-3%","0","0","0","0","0","0","0","0"
"*04u6u*","Randy Florentino","(N/A)","C","4033","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ky1*","Diego Flores","NYY","1B","4035","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*066kx*","Jalin Flores","STL","3B","4036","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06iao*","Juan Flores","LAA","C","4040","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06rjt*","Miguel Flores","(N/A)","C","4044","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r5y*","Rafael Flores","TOR","OF","4045","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06k6o*","Randy Flores","(N/A)","2B","4046","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06bpy*","Roderick Flores","MIL","2B","4047","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*057xt*","Ronaldo Flores","(N/A)","C","4048","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ekv*","Stiven Flores","CHW","C","4049","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066pw*","Wilfredo Flores","(N/A)","2B","4050","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rcv*","Yemal Flores","(N/A)","SS","4052","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03yth*","Estevan Florial","(N/A)","OF","4054","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*073hk*","Adam Fogel","CHW","OF","4063","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*051hl*","Shayne Fontana","(N/A)","1B","4067","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06dqn*","Cole Fontenelle","LAA","3B","4068","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06kvp*","Henry Ford","(N/A)","3B","4072","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03mgg*","Mike Ford","(N/A)","UT","4074","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072eq*","TJ Ford","LAA","OF","4075","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06zen*","Brandon Forrester","HOU","SS","4077","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06dqc*","Garret Forrester","MIA","C","4078","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05jpr*","Cole Foster","SF","3B","4083","FA","NYY Wed 8:05PM","0","1%","0%","0","0","0","0","0","0","0","0"
"*06fwf*","Rio Foster","LAA","OF","4085","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06kka*","Kale Fountain","SD","1B","4086","FA","","0","10%","-2%","0","0","0","0","0","0","0","0"
"*05w8n*","Jake Fox","CLE","OF","4093","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06qzf*","Luis Fragoza","MIN","OF","4098","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0512f*","Matt Fraizer","BOS","OF","4100","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06sj3*","Chase Fralick","(N/A)","C","4101","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ifo*","Juan Frances","(N/A)","OF","4102","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rq5*","Dale Francis","(N/A)","1B","4105","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072fu*","Ian Francis","CIN","C","4106","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qh3*","Joshua Francis","SEA","OF","4107","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066mk*","Welbyn Francisca","CLE","SS","4108","FA","","0","18%","-2%","0","0","0","0","0","0","0","0"
"*05nir*","Javier Francisco","(N/A)","SS","4112","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060gn*","Carlos Franco","ATH","C","4114","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qlu*","Cesar Franco","ATH","OF","4115","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05y3t*","Junior Franco","ARI","OF","4117","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06alx*","Lucas Franco","(N/A)","SS","4118","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060in*","Noah Franco","(N/A)","1B","4120","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04csx*","Wander Franco","(N/A)","SS","4123","FA","","0","3%","0%","0","0","0","0","0","0","0","0"
"*05rb5*","Christian Franklin","WSH","OF","4126","FA","","0","5%","-1%","0","0","0","0","0","0","0","0"
"*072ff*","Noah Franklin","TEX","C","4129","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05148*","Garrett Frechette","(N/A)","1B","4137","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06pik*","Carter Frederick","KC","OF","4138","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072ay*","Kaleb Freeman","CHW","2B","4142","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qst*","J.R. Freethy","TOR","2B,OF","4143","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06kld*","Jesus Freitez","COL","C","4145","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ujp*","Luis Freitez","ATH","OF","4146","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r4u*","Anderson French","(N/A)","C","4147","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yjs*","Ethan Frey","HOU","OF","4148","FA","","0","33%","-3%","0","0","0","0","0","0","0","0"
"*06rq4*","Alexander Frias","MIL","OF","4150","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05ydh*","Dayan Frias","CLE","1B,3B","4151","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06s9z*","Jealmy Frias","CIN","OF","4152","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rj2*","Wander Frias","(N/A)","2B","4155","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ht7*","Tomas Frick","NYY","C","4157","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hu1*","Ross Friedrick","(N/A)","1B","4159","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06pgs*","Jacob Friend","CIN","C","4160","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070et*","Hayden Friese","ATL","1B","4161","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05gsn*","Vito Friscia","(N/A)","C","4163","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05tc9*","Will Frizzell","(N/A)","1B","4166","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0701k*","Anthony Frobose","NYM","SS","4167","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072pa*","Diego Frontado","MIL","SS","4168","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06zcs*","Bradley Frye","SD","3B","4172","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qzr*","Davirik Fuenmayor","(N/A)","OF","4173","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0413a*","Josh Fuentes","(N/A)","3B","4176","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qh2*","Yadimir Fuentes","(N/A)","1B","4177","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06cqh*","Chase Fuller","(N/A)","SS","4181","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06487*","Nate Furman","SF","2B","4183","FA","NYY Wed 8:05PM","0","3%","0%","0","0","0","0","0","0","0","0"
"*06hf7*","Cole Gabrielson","NYY","OF","4186","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mic*","Luke Gaffney","(N/A)","1B","4189","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06c3r*","Daniel Gaitor","(N/A)","OF","4194","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06l0o*","Emiliano Galan","(N/A)","OF","4196","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06tzy*","Luis Galan","CLE","3B","4197","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05t6m*","Yosy Galan","(N/A)","OF","4198","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06huk*","Ryan Galanie","CHW","1B","4199","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05mod*","Jesus Galiz","LAD","C","4202","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06l59*","Gavin Gallaher","(N/A)","3B","4205","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06sbf*","Moises Gallardo","(N/A)","OF","4206","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072zz*","Ruben Gallego","ARI","SS","4210","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06r2o*","Alonso Gallegos","(N/A)","SS","4211","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*02i3v*","Joey Gallo","(N/A)","1B","4214","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070du*","Rylan Galvan","CHW","C","4219","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*062cy*","Sean Gamble","KC","SS","4221","FA","","0","28%","-3%","0","0","0","0","0","0","0","0"
"*03ml3*","Arquimedes Gamboa","(N/A)","SS","4223","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*02hka*","Ben Gamel","ATL","UT","4225","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06zem*","Carter Garate","TEX","3B","4231","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r1e*","Carlos Garces","CLE","OF","4233","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rnw*","Eliomar Garces","TB","SS","4234","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06tzt*","Jonierbis Garces","WSH","OF","4235","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06tko*","Adrian Garcia","(N/A)","2B","4239","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qxv*","Anderson Garcia","KC","3B","4241","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06o0w*","Angel Garcia","BAL","OF","4242","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rn3*","Carlos Garcia","TOR","C,1B","4248","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060p8*","Cristian Garcia","(N/A)","1B","4249","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r0q*","Dariel Garcia","COL","2B,OF","4251","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06k82*","Darison Garcia","KC","2B","4252","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*049vk*","David Garcia","MIL","C","4255","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03c8a*","Dermis Garcia","(N/A)","1B","4257","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*062zf*","Duncan Garcia","(N/A)","OF","4258","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04ye6*","Eduardo Garcia","MIL","SS,OF","4259","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*062zj*","Elian Garcia","(N/A)","OF","4260","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06jgz*","Elvin Garcia","BAL","3B,SS","4261","FA","","0","3%","-1%","0","0","0","0","0","0","0","0"
"*05uv4*","Francisco Garcia","(N/A)","3B","4264","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rt1*","Isaac Garcia","CIN","OF","4265","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0730h*","Jawel Garcia","WSH","OF","4267","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05yig*","Johanfran Garcia","BOS","C","4269","FA","","0","4%","-1%","0","0","0","0","0","0","0","0"
"*066fk*","John Garcia","HOU","C","4270","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05gt8*","Juan Garcia","(N/A)","SS","4271","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06max*","Juan Garcia","(N/A)","C","4272","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rig*","Juan Garcia","(N/A)","C","4273","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mdg*","Junior Garcia","ATL","OF","4275","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06akb*","Keiver Garcia","(N/A)","SS","4276","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mep*","Kevin Garcia","MIL","C","4277","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*021oi*","Leury Garcia","(N/A)","OF","4279","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*073nd*","Linkin Garcia","(N/A)","SS","4280","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rnx*","Luis Garcia","CLE","SS","4281","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04vvz*","Reivaj Garcia","(N/A)","2B,3B,SS","4285","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qy6*","Rodrigo Garcia","(N/A)","C","4286","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06z62*","Roni Garcia","NYM","2B","4288","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rtz*","Yassel Garcia","ATL","3B","4294","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05h2s*","Yhoswar Garcia","(N/A)","OF","4295","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hw1*","Yirer Garcia","TB","C","4296","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04pf6*","Yunior Garcia","(N/A)","OF","4297","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
